"","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___TS.g26252.t1",24,43,14,18,18,0,48,14,27,39,0
"Pocillopora_acuta_HIv2___TS.g25855.t1",47,66,134,65,70,36,68,52,95,42,57
"Pocillopora_acuta_HIv2___RNAseq.g5634.t1",68,113,36,20,118,24,78,24,37,76,36
"Pocillopora_acuta_HIv2___RNAseq.g12078.t1",898,1071,1146,1136,1000,1154,992,794,881,767,624
"Pocillopora_acuta_HIv2___RNAseq.g8666.t1",491,562,540,519,593,516,573,641,683,459,273
"Pocillopora_acuta_HIv2___RNAseq.g30012.t3",1068,1259,57,115,1817,459,1081,1516,1314,795,580
"Pocillopora_acuta_HIv2___RNAseq.g9090.t1",108,72,40,57,87,64,137,82,72,97,34
"Pocillopora_acuta_HIv2___RNAseq.g1666.t1",682,716,341,557,748,616,691,567,445,755,268
"Pocillopora_acuta_HIv2___RNAseq.g7797.t1",25,34,60,43,32,34,48,12,63,28,0
"Pocillopora_acuta_HIv2___RNAseq.g22191.t1",560,364,393,339,469,453,511,404,909,457,94
"Pocillopora_acuta_HIv2___RNAseq.g10925.t1",161,104,167,160,141,91,162,85,146,172,58
"Pocillopora_acuta_HIv2___RNAseq.g25201.t1",58,96,53,75,99,91,60,66,113,78,47
"Pocillopora_acuta_HIv2___TS.g15255.t2",336,206,325,340,274,247,451,218,392,321,115
"Pocillopora_acuta_HIv2___RNAseq.g28900.t1",218,314,114,149,188,294,276,311,251,287,89
"Pocillopora_acuta_HIv2___RNAseq.g13936.t1",293,351,325,421,417,253,372,486,516,314,69
"Pocillopora_acuta_HIv2___RNAseq.20654_t",932,1272,1441,1069,1142,832,1051,1009,830,908,230
"Pocillopora_acuta_HIv2___RNAseq.g25203.t1",405,133,0,10,13,130,21,80,294,56,115
"Pocillopora_acuta_HIv2___RNAseq.g12496.t2",120,65,159,116,103,78,96,75,129,104,112
"Pocillopora_acuta_HIv2___RNAseq.g929.t1",571,454,585,586,625,469,660,578,549,658,159
"Pocillopora_acuta_HIv2___RNAseq.g15444.t1",14,22,13,7,13,13,8,17,19,14,0
"Pocillopora_acuta_HIv2___RNAseq.g30624.t2a",51,38,10,18,42,33,135,22,111,42,16
"Pocillopora_acuta_HIv2___RNAseq.g30624.t2b",45,31,47,17,23,22,163,21,36,40,59
"Pocillopora_acuta_HIv2___RNAseq.g25993.t1",656,748,420,502,486,709,569,675,569,441,196
"Pocillopora_acuta_HIv2___RNAseq.g19483.t1",1302,2005,457,428,2310,988,1645,1567,1478,1325,584
"Pocillopora_acuta_HIv2___RNAseq.g4983.t1",140,94,102,85,129,71,116,89,153,65,135
"Pocillopora_acuta_HIv2___RNAseq.g16896.t1",704,437,249,277,546,496,969,370,419,564,157
"Pocillopora_acuta_HIv2___RNAseq.g10927.t1",11659,23059,45593,34486,25783,19023,24539,16949,17745,16790,3571
"Pocillopora_acuta_HIv2___RNAseq.g26375.t1",1951,2405,1196,1763,2077,1838,2150,1800,1968,1996,573
"Pocillopora_acuta_HIv2___RNAseq.g10172.t1",941,891,1129,924,953,792,872,772,1152,884,511
"Pocillopora_acuta_HIv2___RNAseq.g4835.t1",101,72,140,79,76,129,83,63,94,121,15
"Pocillopora_acuta_HIv2___RNAseq.g14612.t1",94,129,59,74,104,118,103,83,133,150,53
"Pocillopora_acuta_HIv2___RNAseq.g13267.t2",31,16,13,15,20,18,30,16,34,11,4
"Pocillopora_acuta_HIv2___RNAseq.g25729.t1",682,1920,322,461,472,1925,538,1992,930,1349,205
"Pocillopora_acuta_HIv2___TS.g2161.t1",156,201,114,131,212,174,115,185,178,161,69
"Pocillopora_acuta_HIv2___RNAseq.18721_t",775,820,162,151,1011,335,898,541,847,516,591
"Pocillopora_acuta_HIv2___RNAseq.g5796.t1",842,1163,1002,1038,985,1186,1048,919,1114,976,444
"Pocillopora_acuta_HIv2___RNAseq.g15250.t1",17,27,58,20,10,20,28,16,12,25,8
"Pocillopora_acuta_HIv2___RNAseq.g7075.t1",283,323,346,359,421,253,298,260,221,210,68
"Pocillopora_acuta_HIv2___RNAseq.g1750.t1",2069,3096,1538,1629,1527,2901,2554,2154,3014,2051,1086
"Pocillopora_acuta_HIv2___RNAseq.g12825.t1",48,62,63,81,65,37,49,71,56,45,55
"Pocillopora_acuta_HIv2___TS.g20006.t2",72,100,164,198,102,58,206,64,89,97,64
"Pocillopora_acuta_HIv2___TS.g8175.t2",406,524,572,430,481,379,492,367,558,454,199
"Pocillopora_acuta_HIv2___RNAseq.g4798.t1",1088,1276,1103,1180,1496,1000,1284,1376,1197,1344,409
"Pocillopora_acuta_HIv2___RNAseq.g10170.t1",1699,2472,1703,1520,2811,1923,2505,1932,2031,2236,355
"Pocillopora_acuta_HIv2___TS.g11582.t1",94,220,320,221,70,213,106,106,67,107,18
"Pocillopora_acuta_HIv2___RNAseq.g4837.t1",55,94,47,41,68,28,98,54,73,76,46
"Pocillopora_acuta_HIv2___TS.g2824.t1",31,22,38,29,29,23,35,23,17,27,15
"Pocillopora_acuta_HIv2___RNAseq.g26377.t1",22,24,15,24,50,15,40,20,44,21,8
"Pocillopora_acuta_HIv2___RNAseq.g30833.t1",32,19,110,51,25,36,30,35,56,43,12
"Pocillopora_acuta_HIv2___TS.g26333.t1",309,450,1545,966,449,485,1033,406,547,569,119
"Pocillopora_acuta_HIv2___RNAseq.g6308.t1",176,182,291,242,290,166,176,204,154,172,66
"Pocillopora_acuta_HIv2___RNAseq.g15825.t1",61,119,14,19,82,84,152,103,49,67,16
"Pocillopora_acuta_HIv2___RNAseq.g26241.t1",371,489,318,341,520,317,596,324,326,548,90
"Pocillopora_acuta_HIv2___TS.g26182.t1",837,876,1205,1345,997,784,956,867,634,737,578
"Pocillopora_acuta_HIv2___RNAseq.15744_t",7,5,12,7,13,5,7,13,8,6,12
"Pocillopora_acuta_HIv2___RNAseq.g10266.t1",6520,9179,2096,4108,12341,6103,9913,9481,5148,11394,2120
"Pocillopora_acuta_HIv2___RNAseq.g28251.t1",1727,2435,3511,2530,2244,1908,2566,1970,1907,2070,445
"Pocillopora_acuta_HIv2___RNAseq.g18643.t1",1795,2171,2218,2083,2311,1998,2059,1997,2219,1950,1138
"Pocillopora_acuta_HIv2___RNAseq.g28614.t1",962,864,649,805,725,713,915,908,792,783,382
"Pocillopora_acuta_HIv2___RNAseq.g15252.t1",456,662,583,486,437,648,465,539,523,417,279
"Pocillopora_acuta_HIv2___RNAseq.g22681.t1",772,946,685,553,896,613,771,733,689,564,220
"Pocillopora_acuta_HIv2___RNAseq.g27882.t1",701,928,647,708,1012,677,875,621,796,728,436
"Pocillopora_acuta_HIv2___TS.g23785.t2",266,382,347,242,369,252,348,325,229,327,149
"Pocillopora_acuta_HIv2___RNAseq.g22734.t1",2289,2618,1481,2204,2541,2737,2808,2550,2372,2680,730
"Pocillopora_acuta_HIv2___TS.g8177.t1",155,303,188,186,205,226,207,224,298,187,79
"Pocillopora_acuta_HIv2___RNAseq.g22683.t1",778,606,200,354,751,655,601,803,883,714,194
"Pocillopora_acuta_HIv2___RNAseq.g5113.t1",25,21,46,25,11,16,13,8,1,21,0
"Pocillopora_acuta_HIv2___RNAseq.g24836.t1",32,83,21,8,21,34,49,40,46,35,10
"Pocillopora_acuta_HIv2___TS.g1405.t1",529,641,861,681,482,547,580,478,613,585,126
"Pocillopora_acuta_HIv2___RNAseq.g24654.t1",684,776,597,708,714,555,665,681,487,549,288
"Pocillopora_acuta_HIv2___RNAseq.g28253.t1",8195,9579,2271,1865,12177,3658,9046,10149,8525,7270,2121
"Pocillopora_acuta_HIv2___RNAseq.g11787.t1",15,44,40,40,29,15,35,12,33,27,0
"Pocillopora_acuta_HIv2___RNAseq.g13675.t1",178,187,202,186,248,221,156,222,127,160,84
"Pocillopora_acuta_HIv2___RNAseq.g22395.t1",129,183,198,189,184,155,265,176,152,121,36
"Pocillopora_acuta_HIv2___RNAseq.g11785.t1",593,624,365,404,464,469,430,508,514,448,128
"Pocillopora_acuta_HIv2___RNAseq.g16255.t1",383,447,598,557,479,434,493,423,405,330,221
"Pocillopora_acuta_HIv2___TS.g4576.t1",492,407,432,382,445,362,477,553,570,483,215
"Pocillopora_acuta_HIv2___RNAseq.g4378.t1",824,1006,742,813,818,783,987,909,738,813,223
"Pocillopora_acuta_HIv2___TS.g10867.t1b",934,757,1415,1079,1053,909,1045,810,998,979,197
"Pocillopora_acuta_HIv2___RNAseq.g31277.t1",174,117,120,110,149,145,143,146,137,157,72
"Pocillopora_acuta_HIv2___RNAseq.g15197.t1",959,1728,474,575,2196,883,1426,1735,1807,1362,451
"Pocillopora_acuta_HIv2___RNAseq.g4926.t1",276,278,610,625,312,321,412,251,389,386,377
"Pocillopora_acuta_HIv2___RNAseq.g9210.t1",124,165,156,168,155,136,172,118,126,135,75
"Pocillopora_acuta_HIv2___RNAseq.g24656.t1",458,517,105,49,555,162,408,286,346,377,135
"Pocillopora_acuta_HIv2___RNAseq.g18972.t1",27,18,51,39,29,22,25,7,46,22,6
"Pocillopora_acuta_HIv2___RNAseq.g19750.t1",460,544,380,445,570,500,438,661,436,539,239
"Pocillopora_acuta_HIv2___RNAseq.g13265.t1",36,69,57,21,9,42,36,34,62,44,34
"Pocillopora_acuta_HIv2___TS.g7439.t1",400,660,443,507,480,559,443,609,482,496,182
"Pocillopora_acuta_HIv2___TS.g7980.t2",228,345,1697,1074,422,545,497,325,371,689,149
"Pocillopora_acuta_HIv2___RNAseq.g16894.t1",149,86,102,116,122,68,120,74,112,123,35
"Pocillopora_acuta_HIv2___TS.g20658.t1",120,176,156,66,161,136,186,167,109,110,46
"Pocillopora_acuta_HIv2___RNAseq.g26600.t1",12541,14594,14255,14481,16616,13728,15712,14910,12546,16766,5750
"Pocillopora_acuta_HIv2___RNAseq.g7836.t1",297,392,327,358,358,306,367,344,237,302,86
"Pocillopora_acuta_HIv2___RNAseq.g7750.t1",23,28,3,29,9,11,17,9,6,22,14
"Pocillopora_acuta_HIv2___RNAseq.g16059.t1",749,843,893,688,550,694,732,636,670,587,174
"Pocillopora_acuta_HIv2___TS.g14672.t1",38,16,1534,733,41,297,218,7,29,178,8
"Pocillopora_acuta_HIv2___TS.g1148.t1",10,5,142,111,18,48,16,0,6,40,12
"Pocillopora_acuta_HIv2___RNAseq.g26902.t1",289,310,278,247,321,262,370,257,208,247,55
"Pocillopora_acuta_HIv2___RNAseq.g15195.t1",519,408,696,837,587,477,577,467,559,463,441
"Pocillopora_acuta_HIv2___RNAseq.g155.t1",948,1185,887,827,1143,1304,1272,1318,1468,1012,229
"Pocillopora_acuta_HIv2___RNAseq.g17405.t1",27,15,27,20,15,5,11,9,15,25,0
"Pocillopora_acuta_HIv2___RNAseq.g19295.t1",597,741,649,690,610,674,994,393,476,984,143
"Pocillopora_acuta_HIv2___RNAseq.g16736.t1",191,172,271,290,221,351,195,151,258,173,547
"Pocillopora_acuta_HIv2___RNAseq.g5357.t1",290,147,49,67,279,153,282,163,228,243,96
"Pocillopora_acuta_HIv2___RNAseq.g2102.t1",186,124,151,105,128,139,106,141,187,163,89
"Pocillopora_acuta_HIv2___RNAseq.g3441.t1",52,65,199,180,99,65,99,119,104,78,16
"Pocillopora_acuta_HIv2___RNAseq.g1393.t1",1092,261,0,11,765,42,650,75,1174,292,161
"Pocillopora_acuta_HIv2___RNAseq.g29418.t1",95,146,113,110,93,203,58,156,118,118,24
"Pocillopora_acuta_HIv2___RNAseq.g20400.t1",177,192,155,161,172,194,221,128,184,229,0
"Pocillopora_acuta_HIv2___RNAseq.g23863.t1",331,413,4,0,347,137,318,253,323,249,160
"Pocillopora_acuta_HIv2___RNAseq.g14511.t1",789,635,895,821,798,599,682,642,576,560,443
"Pocillopora_acuta_HIv2___RNAseq.g26192.t1",195,99,63,59,85,98,113,107,179,150,69
"Pocillopora_acuta_HIv2___RNAseq.g28285.t1",1532,1525,3299,2973,1266,1172,1547,913,2110,1033,438
"Pocillopora_acuta_HIv2___RNAseq.g1391.t1",1934,2130,1143,1460,3005,2073,2058,2752,2465,2038,3238
"Pocillopora_acuta_HIv2___TS.g6999.t2",5731,9780,5381,5047,8524,6415,8780,7876,7938,8016,1239
"Pocillopora_acuta_HIv2___RNAseq.g4009.t1",60,90,204,160,75,52,91,56,94,68,29
"Pocillopora_acuta_HIv2___RNAseq.g27410.t1",203,334,92,121,151,268,163,242,191,194,55
"Pocillopora_acuta_HIv2___RNAseq.g3579.t1",11,35,5,0,16,55,31,21,14,11,12
"Pocillopora_acuta_HIv2___TS.g18488.t1a",97,66,44,60,71,90,100,30,81,82,77
"Pocillopora_acuta_HIv2___TS.g18488.t1b",66,72,71,92,42,73,65,34,71,36,57
"Pocillopora_acuta_HIv2___TS.g18488.t1d",256,340,288,233,238,332,130,169,346,284,65
"Pocillopora_acuta_HIv2___RNAseq.g25457.t1",18,37,0,0,25,10,25,15,38,22,10
"Pocillopora_acuta_HIv2___RNAseq.g5355.t1",53,35,76,141,44,46,16,49,46,67,0
"Pocillopora_acuta_HIv2___TS.g3989.t1",928,971,1540,1107,1248,1190,1146,880,1183,1056,492
"Pocillopora_acuta_HIv2___RNAseq.g16734.t1",58,44,61,170,36,62,103,33,57,113,100
"Pocillopora_acuta_HIv2___RNAseq.g26738.t1",76,85,104,129,80,140,209,68,177,136,11
"Pocillopora_acuta_HIv2___TS.g22883.t1",608,776,1393,1807,1147,868,993,1235,673,873,194
"Pocillopora_acuta_HIv2___RNAseq.g3439.t1",188,248,479,471,276,211,277,326,228,306,109
"Pocillopora_acuta_HIv2___RNAseq.g10292.t1",83,573,100,71,65,341,152,295,112,182,55
"Pocillopora_acuta_HIv2___RNAseq.g29312.t1",92,79,109,115,99,66,87,54,100,59,75
"Pocillopora_acuta_HIv2___RNAseq.g20402.t1",366,178,155,193,330,204,267,265,258,296,162
"Pocillopora_acuta_HIv2___TS.g16404.t2",178,236,516,566,156,300,264,149,216,272,116
"Pocillopora_acuta_HIv2___TS.g9947.t1",69,93,60,54,96,72,69,43,141,108,29
"Pocillopora_acuta_HIv2___RNAseq.g11509.t1",650,828,495,573,543,653,583,568,558,603,226
"Pocillopora_acuta_HIv2___RNAseq.g23611.t1",36,52,32,29,8,33,33,35,39,25,20
"Pocillopora_acuta_HIv2___RNAseq.g26680.t1",1314,1476,1045,766,1438,1061,1255,1200,940,988,370
"Pocillopora_acuta_HIv2___RNAseq.g28119.t1",490,839,611,716,863,671,841,701,743,677,179
"Pocillopora_acuta_HIv2___RNAseq.g12164.t1",208,504,40,97,40,727,168,352,822,85,243
"Pocillopora_acuta_HIv2___TS.g15884.t1",699,992,595,607,610,895,635,825,962,709,366
"Pocillopora_acuta_HIv2___RNAseq.g685.t2",211,127,748,527,330,200,333,140,167,286,90
"Pocillopora_acuta_HIv2___TS.g11855.t2",212,199,376,383,272,227,204,236,261,228,387
"Pocillopora_acuta_HIv2___RNAseq.g2904.t1",2540,2251,6234,4879,2825,3160,3070,2514,3932,3206,571
"Pocillopora_acuta_HIv2___RNAseq.g30839.t1",204,158,37,25,136,78,157,136,294,177,91
"Pocillopora_acuta_HIv2___RNAseq.g12860.t1",2206,2865,2727,2331,3380,2606,2823,2680,2498,2489,1132
"Pocillopora_acuta_HIv2___RNAseq.g8145.t1",1419,1995,1488,1689,1983,1586,1937,1752,1714,1659,473
"Pocillopora_acuta_HIv2___RNAseq.g18507.t1",846,1208,1075,1028,1009,1037,1000,991,1055,979,401
"Pocillopora_acuta_HIv2___TS.g26539.t1",325,411,327,281,400,236,424,371,291,359,146
"Pocillopora_acuta_HIv2___RNAseq.g18562.t1",1993,2647,2716,2699,3130,2430,2613,2750,2278,2510,786
"Pocillopora_acuta_HIv2___RNAseq.g10290.t1",525,672,806,775,549,530,638,550,487,568,329
"Pocillopora_acuta_HIv2___RNAseq.g9970.t1",144,121,80,89,123,118,138,84,71,153,20
"Pocillopora_acuta_HIv2___TS.g10847.t1",14,11,10,5,13,18,9,4,14,7,14
"Pocillopora_acuta_HIv2___RNAseq.g10165.t1",657,799,876,924,829,716,653,753,628,605,502
"Pocillopora_acuta_HIv2___TS.g21098.t1",902,1033,880,934,917,680,958,967,751,894,384
"Pocillopora_acuta_HIv2___TS.g31315.t1",1046,910,952,1135,1026,852,890,861,1018,832,469
"Pocillopora_acuta_HIv2___RNAseq.g29920.t1",665,1062,1207,1236,1030,886,845,911,650,845,286
"Pocillopora_acuta_HIv2___RNAseq.g24245.t1",58,62,166,36,37,60,113,39,61,110,13
"Pocillopora_acuta_HIv2___RNAseq.g19829.t1",20,13,22,21,10,7,5,23,20,12,7
"Pocillopora_acuta_HIv2___RNAseq.5155_t",52,21,84,119,67,106,69,65,26,67,28
"Pocillopora_acuta_HIv2___RNAseq.g29388.t1",686,632,751,715,697,528,618,622,438,550,273
"Pocillopora_acuta_HIv2___TS.g27440.t1",156,125,104,153,66,130,130,141,166,80,28
"Pocillopora_acuta_HIv2___RNAseq.g4415.t1",2009,3269,3020,2947,4312,2868,2607,3132,2771,2607,1173
"Pocillopora_acuta_HIv2___RNAseq.g4458.t1",9,8,15,11,9,9,13,11,15,13,6
"Pocillopora_acuta_HIv2___RNAseq.g29696.t1",221,176,406,288,170,192,243,177,349,263,130
"Pocillopora_acuta_HIv2___RNAseq.g29922.t1",316,237,465,487,238,370,347,274,342,349,86
"Pocillopora_acuta_HIv2___TS.g17626.t1",572,760,551,495,819,754,608,668,690,797,152
"Pocillopora_acuta_HIv2___RNAseq.g29424.t1",2514,2296,2590,3144,2318,2745,2737,2320,2521,2786,1302
"Pocillopora_acuta_HIv2___RNAseq.g17795.t2",2514,2837,5476,3766,1772,2575,3160,1339,7774,1363,2382
"Pocillopora_acuta_HIv2___TS.g29957.t1",196,80,109,129,49,91,251,73,221,154,155
"Pocillopora_acuta_HIv2___RNAseq.g11949.t1",56,122,85,73,91,38,50,142,95,66,4
"Pocillopora_acuta_HIv2___RNAseq.g20675.t1",314,242,475,449,316,304,297,334,283,297,122
"Pocillopora_acuta_HIv2___RNAseq.g13875.t1c",434,353,535,533,396,375,341,327,359,348,160
"Pocillopora_acuta_HIv2___RNAseq.g13875.t1a",326,398,547,489,492,327,424,373,280,415,159
"Pocillopora_acuta_HIv2___RNAseq.g12070.t1",200,342,81,75,257,92,256,194,262,360,76
"Pocillopora_acuta_HIv2___RNAseq.g10167.t1",1230,1070,615,756,1227,815,1085,891,1078,931,504
"Pocillopora_acuta_HIv2___RNAseq.g23623.t1",93,777,74,79,123,579,92,349,172,193,52
"Pocillopora_acuta_HIv2___RNAseq.g10271.t1",393,337,238,223,422,408,242,455,459,407,150
"Pocillopora_acuta_HIv2___RNAseq.g56.t1",489,607,616,687,753,513,661,565,475,523,225
"Pocillopora_acuta_HIv2___RNAseq.g31339.t1",51,48,33,48,11,36,32,11,71,23,30
"Pocillopora_acuta_HIv2___RNAseq.g22277.t1",1356,1376,833,964,1440,1240,1406,1459,1418,1292,425
"Pocillopora_acuta_HIv2___TS.g45.t1",1189,660,461,595,1189,833,673,924,1232,857,3125
"Pocillopora_acuta_HIv2___RNAseq.g11871.t1",210,224,273,169,256,238,196,252,217,207,55
"Pocillopora_acuta_HIv2___RNAseq.g7020.t1",186,136,278,293,217,185,212,134,148,134,140
"Pocillopora_acuta_HIv2___RNAseq.g3925.t1",51,38,113,118,76,44,56,45,57,89,14
"Pocillopora_acuta_HIv2___RNAseq.30677_t",160,281,373,484,271,367,220,326,190,214,74
"Pocillopora_acuta_HIv2___RNAseq.g24017.t1",957,1410,794,698,1476,786,1282,1237,1075,903,363
"Pocillopora_acuta_HIv2___RNAseq.g29426.t1",18,39,27,61,52,64,14,33,71,44,41
"Pocillopora_acuta_HIv2___TS.g334.t2",475,772,488,494,634,700,655,631,494,541,306
"Pocillopora_acuta_HIv2___RNAseq.1287_t",135,168,507,341,193,195,309,193,209,194,121
"Pocillopora_acuta_HIv2___TS.g9703.t1",150,125,27,27,139,93,240,123,128,179,51
"Pocillopora_acuta_HIv2___RNAseq.g17892.t1",678,513,1182,887,574,439,833,352,756,540,223
"Pocillopora_acuta_HIv2___RNAseq.g11873.t1",508,690,841,956,712,568,646,719,579,643,361
"Pocillopora_acuta_HIv2___RNAseq.7856_tb",59,56,4,5,33,26,116,25,56,68,34
"Pocillopora_acuta_HIv2___TS.g21706.t1",159,267,104,128,190,193,199,194,219,261,73
"Pocillopora_acuta_HIv2___TS.g14523.t1",568,746,541,453,580,647,699,614,392,625,133
"Pocillopora_acuta_HIv2___RNAseq.g6088.t1",52,95,33,48,97,81,90,90,62,64,13
"Pocillopora_acuta_HIv2___RNAseq.g30586.t1",12267,15463,10706,11602,16355,13229,16905,14933,13071,13610,3574
"Pocillopora_acuta_HIv2___RNAseq.g12144.t2",846,588,1118,1033,843,835,941,755,1004,846,615
"Pocillopora_acuta_HIv2___TS.g5225.t1",1067,1476,1366,985,473,1263,1521,703,1263,698,729
"Pocillopora_acuta_HIv2___RNAseq.g10273.t1",1431,1676,1510,1402,1790,1445,1495,1500,1336,1413,806
"Pocillopora_acuta_HIv2___RNAseq.g2469.t1",433,627,603,559,669,519,525,482,626,619,117
"Pocillopora_acuta_HIv2___RNAseq.g5216.t1",66,48,125,169,72,86,35,48,67,66,43
"Pocillopora_acuta_HIv2___TS.4791_t",573,895,520,501,707,716,651,986,969,745,185
"Pocillopora_acuta_HIv2___RNAseq.g13908.t1",46,12,9,23,20,15,17,14,16,21,9
"Pocillopora_acuta_HIv2___RNAseq.g22280.t1",653,947,1324,1138,1153,851,966,1000,714,963,353
"Pocillopora_acuta_HIv2___RNAseq.g28424.t1",388,468,563,380,429,550,331,429,363,328,171
"Pocillopora_acuta_HIv2___RNAseq.g14752.t1",2114,2913,2702,2690,2875,2852,2315,2749,2567,2274,680
"Pocillopora_acuta_HIv2___RNAseq.g25017.t1",129,141,76,78,132,105,108,141,87,109,8
"Pocillopora_acuta_HIv2___RNAseq.g687.t1",292,261,359,459,293,313,309,280,358,343,105
"Pocillopora_acuta_HIv2___TS.g11857.t2",1153,1352,1234,1096,1550,1206,1475,1185,1502,1468,815
"Pocillopora_acuta_HIv2___RNAseq.g11924.t1",438,463,796,730,580,455,425,458,522,439,330
"Pocillopora_acuta_HIv2___RNAseq.g4330.t1",8,17,21,4,16,23,20,3,14,45,31
"Pocillopora_acuta_HIv2___RNAseq.g11515.t1",129,162,58,103,95,227,82,124,58,127,40
"Pocillopora_acuta_HIv2___TS.g5852.t1",149,104,249,244,229,134,175,116,141,178,284
"Pocillopora_acuta_HIv2___RNAseq.g9835.t1",542,632,969,754,662,608,735,567,590,510,364
"Pocillopora_acuta_HIv2___RNAseq.g17804.t1",8,9,20,12,8,9,13,7,13,6,8
"Pocillopora_acuta_HIv2___RNAseq.g1029.t1",58,55,295,68,107,33,180,31,114,136,41
"Pocillopora_acuta_HIv2___RNAseq.g13167.t1",4,16,0,7,16,9,25,11,28,20,7
"Pocillopora_acuta_HIv2___RNAseq.g17139.t1",135,107,205,114,148,112,71,119,154,125,178
"Pocillopora_acuta_HIv2___RNAseq.g19761.t1",73,69,126,163,86,79,77,53,107,36,40
"Pocillopora_acuta_HIv2___TS.g5404.t1",74,41,78,28,46,34,38,21,65,41,41
"Pocillopora_acuta_HIv2___RNAseq.g24222.t1",15,29,16,29,15,45,27,19,41,26,20
"Pocillopora_acuta_HIv2___RNAseq.g13390.t1",202,206,207,196,233,172,207,203,232,180,192
"Pocillopora_acuta_HIv2___RNAseq.g14750.t1",462,521,2526,2367,489,929,691,436,640,551,292
"Pocillopora_acuta_HIv2___RNAseq.20623_t",973,1399,1419,1409,1237,1145,1301,1165,1022,1090,479
"Pocillopora_acuta_HIv2___TS.g20571.t1",93,135,51,26,122,36,118,82,83,101,21
"Pocillopora_acuta_HIv2___RNAseq.g6123.t1",284,361,503,364,375,295,385,275,228,363,124
"Pocillopora_acuta_HIv2___RNAseq.g5829.t1",27,23,59,38,28,17,23,7,20,7,0
"Pocillopora_acuta_HIv2___TS.g21136.t1",385,291,272,328,274,342,262,314,382,370,131
"Pocillopora_acuta_HIv2___RNAseq.g2710.t1",491,586,710,604,555,524,509,421,482,433,257
"Pocillopora_acuta_HIv2___RNAseq.g25947.t1",62,37,229,190,77,102,87,86,93,105,93
"Pocillopora_acuta_HIv2___RNAseq.g27846.t1",558,516,527,456,579,509,514,491,561,532,79
"Pocillopora_acuta_HIv2___RNAseq.g18061.t1",8,12,26,22,0,10,14,12,50,7,8
"Pocillopora_acuta_HIv2___RNAseq.g24707.t1",97,192,114,124,109,232,78,132,84,100,83
"Pocillopora_acuta_HIv2___TS.g4658.t1",1463,1900,1467,1438,1823,1654,1757,1606,1732,1757,579
"Pocillopora_acuta_HIv2___TS.g4309.t2",34,52,59,31,74,31,39,44,52,31,84
"Pocillopora_acuta_HIv2___RNAseq.g14860.t1",1331,1793,1202,1186,1535,1366,1720,1499,1158,1395,285
"Pocillopora_acuta_HIv2___TS.g6327.t1",927,1067,1339,1286,1281,939,1125,965,896,1044,575
"Pocillopora_acuta_HIv2___RNAseq.g25350.t1",278,694,277,560,205,537,346,776,388,434,103
"Pocillopora_acuta_HIv2___RNAseq.g7565.t1",3577,3608,4096,3814,4256,3684,3954,4182,4613,4346,762
"Pocillopora_acuta_HIv2___RNAseq.g14862.t1",102,104,176,130,116,81,56,84,95,69,78
"Pocillopora_acuta_HIv2___TS.g10216.t2",3732,3406,4300,3612,4626,4255,4050,3705,4979,3903,1227
"Pocillopora_acuta_HIv2___TS.10913_t",19,17,17,0,10,12,7,14,31,24,14
"Pocillopora_acuta_HIv2___RNAseq.g1529.t1",59,99,15,59,63,68,21,53,43,35,26
"Pocillopora_acuta_HIv2___RNAseq.g26463.t1",163,245,162,185,241,172,174,164,123,220,88
"Pocillopora_acuta_HIv2___RNAseq.g25945.t1",19,19,26,22,15,51,20,18,24,33,14
"Pocillopora_acuta_HIv2___RNAseq.g10782.t1",815,848,1284,1199,1104,812,1039,852,1060,964,376
"Pocillopora_acuta_HIv2___RNAseq.g13686.t1",28,44,48,47,19,42,69,47,82,15,64
"Pocillopora_acuta_HIv2___RNAseq.g24705.t1",35,142,57,58,34,97,55,176,55,83,14
"Pocillopora_acuta_HIv2___RNAseq.g11747.t1",523,550,675,540,593,419,694,492,360,479,89
"Pocillopora_acuta_HIv2___RNAseq.g7094.t1",11,20,21,18,30,18,10,16,24,38,12
"Pocillopora_acuta_HIv2___RNAseq.g30881.t1",2,9,47,78,42,32,43,10,7,43,2
"Pocillopora_acuta_HIv2___RNAseq.g14987.t1",174,244,285,196,255,203,250,225,225,201,181
"Pocillopora_acuta_HIv2___TS.g26868.t1",5783,7218,6351,5264,8376,4797,5847,5860,6037,5087,1997
"Pocillopora_acuta_HIv2___RNAseq.g9001.t1",2776,2711,1498,1442,2848,2493,2734,2981,3512,2644,772
"Pocillopora_acuta_HIv2___RNAseq.g29595.t1",196,297,239,254,376,204,317,271,154,315,110
"Pocillopora_acuta_HIv2___TS.g9420.t1",10,9,7,18,14,22,11,4,9,3,15
"Pocillopora_acuta_HIv2___TS.g6002.t2",1389,1954,1313,1213,1958,1725,1808,1823,1600,1548,339
"Pocillopora_acuta_HIv2___RNAseq.g19804.t1",97,78,108,196,183,65,89,124,110,69,116
"Pocillopora_acuta_HIv2___RNAseq.g25045.t1",115,132,58,129,92,150,124,112,125,132,80
"Pocillopora_acuta_HIv2___RNAseq.g29275.t1",59,42,108,61,47,57,59,20,37,45,48
"Pocillopora_acuta_HIv2___RNAseq.g22978.t3b",2546,2134,2746,2034,2494,1706,2357,2178,2454,2760,712
"Pocillopora_acuta_HIv2___RNAseq.g16053.t1",336,422,496,393,464,336,368,364,376,353,136
